Language_ID	Language_Name	Planar_ID	Planar_Type	Position_ID	Position	Position_Type	Elements
cent2127	Central Alaskan Yupik	cent2127_verbal	verbal	cent2127_v_1	1	zone	Nonverb (If Nominal, Any Grammatical Function/Case; Otherwise Particle) [Opt]
cent2127	Central Alaskan Yupik	cent2127_verbal	verbal	cent2127_v_2	2	slot	Verb Core: Lexemic Verb Base Or Minimal Verb Base [Oblig]
cent2127	Central Alaskan Yupik	cent2127_verbal	verbal	cent2127_v_3	3	zone	Vv Postbase [Opt]
cent2127	Central Alaskan Yupik	cent2127_verbal	verbal	cent2127_v_4	4	slot	Aspect: -Tu- ‘Always’, -Yuite- ‘Never’, -Qar- ‘Momentarily’ [Opt]
cent2127	Central Alaskan Yupik	cent2127_verbal	verbal	cent2127_v_5	5	slot	'Realization1: -Yaaqe- ‘In Vain’, -Ngate- ‘Seem’, -Ksaite- ''Not Yet'' [Opt]'
cent2127	Central Alaskan Yupik	cent2127_verbal	verbal	cent2127_v_6	6	slot	Tense: -Llru- ‘Did’, -Ciqe- ‘Will’, -Ngaite- ‘Won’t’ [Opt]
cent2127	Central Alaskan Yupik	cent2127_verbal	verbal	cent2127_v_7	7	slot	Status: -Nrite- ‘Not’; -Yugnarqe- ‘May’; -Yugnaite- ‘Definitely Won’t’ [Opt]
cent2127	Central Alaskan Yupik	cent2127_verbal	verbal	cent2127_v_8	8	slot	Realization2: -Yaaqe- ‘In Vain’, -Ngate- ‘Seem’ [Opt]
cent2127	Central Alaskan Yupik	cent2127_verbal	verbal	cent2127_v_9	9	slot	Evidential: -Llini- ‘Evidently’; -Lli- ‘Perhaps’ [Opt]
cent2127	Central Alaskan Yupik	cent2127_verbal	verbal	cent2127_v_10	10	slot	Tense-Modal: -(G)Aqe- ‘Would Have’, -Ki- (Requires Optative) ‘Will; Did (Narrative Reading)’; -Lqe- (Requires Indicative Transitives) ‘Did’ [Opt]
cent2127	Central Alaskan Yupik	cent2127_verbal	verbal	cent2127_v_11	11	slot	Mood [Opt]
cent2127	Central Alaskan Yupik	cent2127_verbal	verbal	cent2127_v_12	12	slot	Mood [Oblig]
cent2127	Central Alaskan Yupik	cent2127_verbal	verbal	cent2127_v_13	13	slot	Person+Number [Opt]
cent2127	Central Alaskan Yupik	cent2127_verbal	verbal	cent2127_v_14	14	slot	Person+Number [Opt]
cent2127	Central Alaskan Yupik	cent2127_verbal	verbal	cent2127_v_15	15	slot	Person+Number [Opt]
cent2127	Central Alaskan Yupik	cent2127_verbal	verbal	cent2127_v_16	16	slot	Person+Number [Oblig]
cent2127	Central Alaskan Yupik	cent2127_verbal	verbal	cent2127_v_17	17	slot	Enclitic [Opt]
cent2127	Central Alaskan Yupik	cent2127_verbal	verbal	cent2127_v_18	18	slot	Enclitic [Opt]
cent2127	Central Alaskan Yupik	cent2127_verbal	verbal	cent2127_v_19	19	slot	Enclitic [Opt]
cent2127	Central Alaskan Yupik	cent2127_verbal	verbal	cent2127_v_20	20	slot	Enclitic [Opt]
cent2127	Central Alaskan Yupik	cent2127_verbal	verbal	cent2127_v_21	21	zone	Nonverb (If Nominal, Any Gf/Case Otherwise Particle) [Opt]
